DOE_ID,ScanLevel,P1_MPa,P2_MPa,W_kW,Cp_mg_L,Recovery,RecoveryError,TargetMet,PhysicalFeasible,Success,dP1_MPa,Jfirst1_LMH,PX_excess_MPa,Qhpp_m3h,RootEvalCount,Runtime_s,FailureReason,Saved_P1_MPa,Saved_P2_MPa,Saved_W_kW
1519,coarse,7.97990561491652,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,5,4.1265753,recovery_not_bracketed_in_P2,5.89929211187388,6.9284510300097,99.5902560090478
1519,coarse,8.13995280745826,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,5,3.8513952,recovery_not_bracketed_in_P2,5.89929211187388,6.9284510300097,99.5902560090478
1519,coarse,8.3,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,5,3.9271493,recovery_not_bracketed_in_P2,5.89929211187388,6.9284510300097,99.5902560090478
1519,fine,6.01938649695737,6.83925329726037,96.8303308517614,487.68370550592,0.491707009883697,1.08371797091777e-07,1,1,1,0.32935512306396,30.3488929238459,0.535907737498081,29.3181826322007,12,9.2160948,,5.89929211187388,6.9284510300097,99.5902560090478
1519,fine,6.04438649695737,6.82079903564099,96.2763762033787,488.580687442112,0.491707145401159,2.43889259232688e-07,1,1,1,0.32833401748739,30.6022964275081,0.49370373381944,29.3175330223523,11,8.3821698,,5.89929211187388,6.9284510300097,99.5902560090478
1519,fine,6.06938649695737,6.8023692926918,95.7290933894395,489.47887482847,0.491707136107456,2.34595556092287e-07,1,1,1,0.327316426042286,30.8556257864821,0.451520255034018,29.3168757434592,11,8.4357141,,5.89929211187388,6.9284510300097,99.5902560090478
1519,fine,6.09438649695737,6.78396468306331,95.1884759415895,490.378118392757,0.491707118625829,2.17113929168455e-07,1,1,1,0.326302348777641,31.1088799777079,0.409357943409102,29.3162187680588,11,8.3099663,,5.89929211187388,6.9284510300097,99.5902560090478
1519,fine,6.11938649695737,6.76558342689825,94.6544596224502,491.278345559531,0.49170709535322,1.93841320328403e-07,1,1,1,0.3252917843489,31.3620582374129,0.367215073042405,29.3155621697075,11,8.7045505,,5.89929211187388,6.9284510300097,99.5902560090478
1519,fine,6.14438649695737,6.74722361692373,94.1269783970141,492.179478997917,0.491707068450193,1.66938293022501e-07,1,1,1,0.324284731217867,31.6151598187411,0.325089794670103,29.3149060034943,11,8.4484051,,5.89929211187388,6.9284510300097,99.5902560090478
1519,fine,6.16938649695737,6.72888621319032,93.6060375147811,493.081329059774,0.49170721528884,3.13776939542265e-07,1,1,1,0.323281189210306,31.8681836726105,0.282983099175798,29.3142606271846,10,8.0158608,,5.89929211187388,6.9284510300097,99.5902560090478
1519,fine,6.19438649695737,6.71056246069592,93.0914069391745,493.984042064799,0.491707153923017,2.52411117340756e-07,1,1,1,0.322281153025795,32.1211297794032,0.24088636718509,29.3136034892598,10,7.7732092,,5.89929211187388,6.9284510300097,99.5902560090478
