DOE_ID,DOE_Type,Qf_train_m3h,T_RO_in_C,Cf_kg_m3,R_target
64,ExternalVerification,58.8491967345904,30.6786859335039,38.7421739534198,0.400677297892165
65,ExternalVerification,60.0583582527263,24.7080090984499,41.1259610958981,0.444376947912629
66,ExternalVerification,55.4988367107967,34.8568459397286,38.8038373274895,0.508252717942633
67,ExternalVerification,62.136480808019,22.831305655876,41.3602706670276,0.4361722903857
68,ExternalVerification,57.2340355189529,41.8351228225913,40.2993114055804,0.525927725226324
69,ExternalVerification,60.655501316724,39.1758300354644,40.181980453242,0.406930168849291
70,ExternalVerification,56.8107146049164,39.5749246845954,40.6169062985186,0.420551672504527
71,ExternalVerification,61.4933104953927,36.5800482877223,41.4892096873933,0.412705509979336
72,ExternalVerification,58.5019905067816,36.8718942237206,39.6481035597085,0.518164676606936
73,ExternalVerification,56.1992794092211,33.5157361989933,38.5530078931872,0.480260688554437
74,ExternalVerification,62.740348252696,41.0002820678531,41.3152168327157,0.483806822466581
75,ExternalVerification,57.8416968523805,21.991113027588,40.347272393666,0.452032751545166
76,ExternalVerification,60.5143746189729,24.2343620648511,39.5394661602539,0.470068813727605
77,ExternalVerification,56.4960989863066,31.9111164007683,41.279604625344,0.44896044371271
78,ExternalVerification,61.8551091588048,29.5899488434555,41.4441759865875,0.468788331521593
79,ExternalVerification,59.0154766016635,31.7008915564083,39.2169676568063,0.486241145870719
80,ExternalVerification,59.729302594384,43.12897699618,39.190177367162,0.467717718761924
81,ExternalVerification,55.3325799396358,32.7605248148655,39.0673219261181,0.40325663265954
82,ExternalVerification,62.4302025199245,22.5073616716531,39.151950600524,0.412679442757774
83,ExternalVerification,57.492581087977,32.9210837708559,40.9914702668679,0.45888776688044
84,ExternalVerification,60.8529567992779,35.5780432448229,40.7803549825924,0.456979004034721
85,ExternalVerification,57.1224228340013,40.0319311895785,39.8954930900629,0.452615959518972
86,ExternalVerification,61.1898705095267,20.5075394501987,38.6070534515306,0.430754909818672
87,ExternalVerification,59.5774789061722,35.157842117101,40.1877346321669,0.47338927761162
88,ExternalVerification,55.8782949078471,40.482682342642,39.3623138753878,0.409599810097382
89,ExternalVerification,62.8589146299124,27.2967674502525,39.4184017097109,0.415952723190706
90,ExternalVerification,58.0964508426142,27.7862668584931,40.9456579976169,0.5131380244895
91,ExternalVerification,60.2054534732193,24.4978568755289,40.3165423191,0.498215158102267
92,ExternalVerification,56.3298209669919,29.711029189636,40.8051764235985,0.526132840800226
93,ExternalVerification,61.5673234948365,31.7904157213351,40.9693936407016,0.400333333543411
94,ExternalVerification,58.7121350584805,38.3420924694043,40.739821278828,0.46777741441517
95,ExternalVerification,59.8521999204552,32.3409118252972,39.1362492335838,0.448047291989848
96,ExternalVerification,55.701491633819,40.9264313724452,40.9339523654815,0.49222878415828
97,ExternalVerification,62.2392493276849,33.5883955463338,39.1919612984434,0.470392482340468
98,ExternalVerification,57.3141197485159,27.0603460882528,39.5146443238404,0.445376973143734
99,ExternalVerification,60.7242851712175,25.8876889299692,40.075184122458,0.47893827161131
100,ExternalVerification,56.9375908550969,36.4566083539473,40.7572129315698,0.463638173818228
101,ExternalVerification,61.3662328117954,39.6479401581035,40.130983265611,0.44668579593556
102,ExternalVerification,58.5561962602839,28.2835556435231,39.7197435091546,0.42118424489087
103,ExternalVerification,59.204700807561,40.2960234491333,39.8109876271803,0.406120218642422
104,ExternalVerification,56.0669562276243,22.9043226200345,40.8859689529869,0.433625143149737
105,ExternalVerification,62.5756728757422,25.7618607667691,39.1314806504306,0.407449299241386
106,ExternalVerification,60.3697152746715,29.3469773861695,41.1337357168586,0.482918333831681
107,ExternalVerification,56.63691597538,21.2767508167411,39.4988764590312,0.434247051721129
108,ExternalVerification,61.9320443619659,33.8892595645978,39.2370565739713,0.429591048331872
109,ExternalVerification,58.94072443152,33.5966998398771,40.3754469169963,0.463623444042916
110,ExternalVerification,59.8059471757887,21.5857578989846,40.4659350208832,0.472954209105875
111,ExternalVerification,55.3948226463284,21.713733204411,39.7625236969063,0.443285041604166
112,ExternalVerification,62.3755347554768,33.5293546359233,39.7710728180862,0.436637557179862
113,ExternalVerification,57.6132187876974,34.017234287942,41.3430782800134,0.49009605528476
114,ExternalVerification,61.0444018494909,21.2338251235589,40.2959919949439,0.485957777414582
115,ExternalVerification,57.0563885711296,29.1819773059563,39.0244177421749,0.4223181461025
116,ExternalVerification,61.1151771786234,44.3994628926347,40.2346140094093,0.439088753062221
117,ExternalVerification,58.256196444409,25.7315195938696,41.4251168359827,0.518441688675693
118,ExternalVerification,59.368701559438,38.5961130470739,38.7389003208971,0.419305788566158
119,ExternalVerification,55.7439912906307,30.5491028755551,40.5642574057205,0.415037386997358
120,ExternalVerification,62.9932175558056,44.1225269350529,40.6553870506985,0.419127804634082
121,ExternalVerification,57.9434898144876,30.437388232212,39.4941621249938,0.452690765896766
122,ExternalVerification,60.2543545476295,21.1066842319166,38.8679053236043,0.445642863590068
123,ExternalVerification,56.4045734329472,35.5865206624925,39.5496975217192,0.51389708521145
124,ExternalVerification,61.7547774186627,43.0092522797391,40.1104891756365,0.428824942967895
125,ExternalVerification,58.7671938375961,23.9994005060834,41.1830762827261,0.502323939997213
126,ExternalVerification,59.9756454987644,31.4839486933319,38.690890693673,0.476869633799576
127,ExternalVerification,55.5818006713289,41.6369336919467,41.2386858829451,0.457775485306161
128,ExternalVerification,62.0516030081331,22.3451451204082,39.6349431985887,0.447328960874311
129,ExternalVerification,57.2589577260877,41.4274522916354,38.6552806292743,0.411843815949749
130,ExternalVerification,60.6192297038865,38.8117869385103,38.8199673282993,0.496686942761291
131,ExternalVerification,56.7382629513292,26.6950427286525,38.5617150839835,0.479652124944343
132,ExternalVerification,61.4446910410581,23.6358841072795,39.4252723256519,0.454333592318212
133,ExternalVerification,58.4532227700899,23.1465322203525,40.9386039366746,0.434330545935292
134,ExternalVerification,59.3171299218515,38.2855201303907,41.0292071408576,0.44610634345375
135,ExternalVerification,56.1104214332827,43.60501903461,38.6671737057579,0.51698165139483
136,ExternalVerification,62.6477134087143,36.8805832202441,41.441284501073,0.462688818270238
137,ExternalVerification,57.8739325831392,30.9077458054623,40.27412202728,0.419916735919149
138,ExternalVerification,60.5554224848898,36.3700026267812,41.2343064155663,0.41185440365604
139,ExternalVerification,56.5685173976391,43.92754016455,39.5877284552032,0.526212820911006
140,ExternalVerification,61.805432339287,43.321394908458,39.377265573742,0.404548684558644
141,ExternalVerification,59.1160201380609,31.2474893626352,40.4909406668568,0.442117314699599
142,ExternalVerification,59.6136194488097,42.6724751742505,40.5412370768723,0.454161311467696
143,ExternalVerification,55.2934694990084,33.1192237975086,40.4293795757275,0.535832106609953
144,ExternalVerification,62.4844511772669,22.8630567661004,40.4149489165732,0.467529189595019
145,ExternalVerification,60.9369109430765,41.3048446226805,39.0951817623878,0.430274660252966
146,ExternalVerification,57.1596213244677,33.3351230732581,40.0855070432932,0.496324340554023
147,ExternalVerification,61.2872630846497,37.9392047777486,39.2775956268192,0.447813250829958
148,ExternalVerification,58.3261798403687,31.4120057289566,39.05974406624,0.512548893011593
149,ExternalVerification,59.5388887112888,24.0739668197534,41.0721475276961,0.458737693546666
150,ExternalVerification,55.9175487391692,34.4606225262533,40.6772792810129,0.515342646722524
151,ExternalVerification,62.8064169001992,21.4731188332444,40.7265693695139,0.478337288850016
152,ExternalVerification,58.059237131492,20.9851512644655,38.88584222648,0.42615461397288
153,ExternalVerification,60.1388530089953,30.5115477557887,39.7581212522412,0.420474080457023
154,ExternalVerification,56.2337653696637,30.112500837194,39.443359089831,0.403618281015631
155,ExternalVerification,61.6520250663056,32.1362436391866,39.3255361257137,0.483387227951665
156,ExternalVerification,58.6871525694342,38.6702740605734,39.0146642302384,0.452484747030883
157,ExternalVerification,59.9299225340229,29.7587404656385,38.9051849577683,0.495895473754205
158,ExternalVerification,55.6277287897795,39.9197355372283,41.0713023873091,0.429252290531915
159,ExternalVerification,62.1614675823347,34.7057287781274,39.0605010515563,0.430963472818228
160,ExternalVerification,57.3915466651338,28.3981520049768,39.2769757446641,0.503432403496542
161,ExternalVerification,60.8151616165647,40.9794772765636,38.9872776889459,0.46585770900462
162,ExternalVerification,56.8461194364051,26.4553426399525,39.8053252569609,0.412747127936416
163,ExternalVerification,61.3368492876384,23.4849830392815,38.9315591698184,0.410752888445412
164,ExternalVerification,58.6299590860821,27.1662402880294,39.9625436696633,0.489149831190005
165,ExternalVerification,59.130939768325,40.5474028578271,39.9417043643314,0.471720371823026
166,ExternalVerification,55.9897658181768,20.0055425771266,41.1163132866972,0.497909730092973
167,ExternalVerification,62.5826096151175,39.2881641390852,39.5096685079788,0.426037210320007
168,ExternalVerification,57.6953115538506,20.6758395226316,39.1995354563979,0.51155360000401
169,ExternalVerification,60.4210915313432,35.7425266619293,40.0404995498275,0.458684768574684
170,ExternalVerification,56.6460857135905,43.7855678497836,39.1441032169665,0.454023754456756
171,ExternalVerification,61.983544874517,24.8749104627436,39.1765334345015,0.419242029932257
172,ExternalVerification,58.9807537451992,25.1668100659331,40.4610548130422,0.508498009273195
173,ExternalVerification,59.7507807335266,37.1807964978601,40.3821710287148,0.488797036493404
174,ExternalVerification,55.4781651779611,28.7355259289405,41.0285379531858,0.525792055240574
175,ExternalVerification,62.2770555968364,38.990228921268,40.9382100779331,0.487705922981805
176,ExternalVerification,57.5903048526172,39.4788163785342,39.424476490738,0.41900956708826
177,ExternalVerification,60.9929017788011,37.5235558398318,40.3528522880421,0.472114805491099
178,ExternalVerification,56.9905790011338,42.0537512457244,39.0111479729847,0.440930517177745
179,ExternalVerification,61.1657311986385,26.8402038481844,40.2268273652982,0.400465070261055
180,ExternalVerification,58.2045781814862,33.0257620941783,41.4854432583905,0.470937415357823
181,ExternalVerification,59.480887528861,26.3407967774605,39.902254425447,0.449316533451187
182,ExternalVerification,55.8437498678746,34.3094234359436,40.9834609796071,0.437159179772679
183,ExternalVerification,62.8802158186932,20.9282549031406,40.986173558614,0.432199053742314
184,ExternalVerification,57.9826824011119,22.7721577255612,38.7133948553631,0.447096428640843
185,ExternalVerification,60.3343418596415,32.2890175612331,39.5490742894253,0.441220549183998
186,ExternalVerification,56.3587361181055,42.7633831466217,38.8685278434592,0.520207453397142
187,ExternalVerification,61.7274271950975,30.3713622417885,39.8672213604476,0.466266651869463
188,ExternalVerification,58.8533170440779,36.5384420152379,38.795278731691,0.416807951696716
189,ExternalVerification,60.0693447516306,43.8490152343913,41.2837907776127,0.433197086683086
190,ExternalVerification,55.5486040053423,28.9970899274773,38.7397433181581,0.492387289577483
191,ExternalVerification,62.0937485341004,30.7911573579723,38.9479370320932,0.450189783116902
192,ExternalVerification,57.2140923172486,36.9834866391458,39.3862439127561,0.414918423438574
193,ExternalVerification,60.6962675626197,37.7864307618395,39.5977934440516,0.499102810042239
194,ExternalVerification,56.7907030281135,38.168728843851,39.7018248243303,0.509580216992878
195,ExternalVerification,61.5263356390471,41.4576186383848,39.0302072196865,0.47501105582862
196,ExternalVerification,58.4593321717261,41.7509964369466,40.6072896524528,0.409238530439877
197,ExternalVerification,59.293989550131,26.8103675694002,40.6105286722551,0.422638353461881
198,ExternalVerification,56.180724667938,27.6559802082046,38.606833668783,0.500507503277013
199,ExternalVerification,62.7135229790488,21.8592758409611,41.4723255171057,0.474060842204461
200,ExternalVerification,57.8072952813528,40.3493431896704,40.190174932617,0.437973181623765
201,ExternalVerification,60.4572389546936,43.3761312046377,39.4980772736284,0.456556857090393
202,ExternalVerification,56.4851193890914,38.5528855230956,41.1327496233947,0.469456690307811
203,ExternalVerification,61.9039669317689,36.2294296818425,41.3903501886264,0.455487454463437
204,ExternalVerification,59.0457173885743,40.0187848035277,40.5476178571114,0.425766757445693
205,ExternalVerification,59.699059330037,28.5907425742975,40.4856713749179,0.410975897974394
206,ExternalVerification,55.362826212484,25.6174625284849,40.4217760400481,0.476173982435615
207,ExternalVerification,62.399957349644,35.8705735146381,40.4243735187618,0.455767894212894
208,ExternalVerification,60.8227123187364,23.581147904957,39.4493843127904,0.40903060981401
209,ExternalVerification,61.2431548487729,40.3284033023662,40.2513344223103,0.420452017584121
210,ExternalVerification,58.3691055232507,21.8802157165754,41.417025625968,0.479481400867378
211,ExternalVerification,59.5848948342247,27.6341939495021,38.644551322203,0.488589782081041
212,ExternalVerification,55.8861838297151,20.4538835769432,41.0051311924511,0.466556078910163
213,ExternalVerification,62.8358945034298,35.5898135944453,40.9615867979917,0.428091716541177
214,ExternalVerification,58.149262130754,35.1004557470537,39.4010082627577,0.467652512049049
215,ExternalVerification,60.1677992148025,44.5197651231035,38.5857901491934,0.456562696407028
216,ExternalVerification,56.3064915776558,20.0085538308408,40.0860281879365,0.442846012455628
217,ExternalVerification,61.6038906034879,22.7211475356376,40.203370581409,0.462072484516765
218,ExternalVerification,58.7336314567964,41.1625052389497,41.4620823075076,0.427043227876392
219,ExternalVerification,59.8907838344553,22.8535731395814,39.8788347901315,0.49186036899578
220,ExternalVerification,55.7238685183418,37.6940670319633,40.1443115421849,0.405224493811924
221,ExternalVerification,62.2602135736429,42.68205413605,39.9171520379735,0.434088001432318
222,ExternalVerification,57.3502729646035,24.2155432640252,38.7515509279006,0.523028415515278
223,ExternalVerification,60.731538497799,42.7851664367797,38.8073671468155,0.464176971961612
224,ExternalVerification,56.8994358582859,32.2679853362564,39.5875299191636,0.415676162078099
225,ExternalVerification,61.4194894064628,22.7504652946031,38.7752865992538,0.409410987149475
226,ExternalVerification,58.5484698965813,32.6743605608793,41.3625481697081,0.433934892081166
227,ExternalVerification,59.2275583181362,22.618035237864,41.3541599915461,0.446722866950108
228,ExternalVerification,56.0748174617514,39.5946851388398,39.5288089682766,0.449973731892993
229,ExternalVerification,62.5443966526008,44.4168301330497,39.6897614896097,0.424565859623564
230,ExternalVerification,57.732785418631,25.6084375670713,38.5951980591863,0.508571367560118
231,ExternalVerification,60.3384398640926,35.4974286120106,40.5725046546367,0.460855551415282
232,ExternalVerification,56.6076436308198,39.9302478105987,38.5626481264829,0.452340882668033
233,ExternalVerification,61.9614331145971,27.7387844337351,39.7949856470369,0.404382928850892
234,ExternalVerification,58.9094481685968,27.2501909927206,41.3175169667119,0.497325549607589
235,ExternalVerification,59.8353360582225,40.4330056987969,41.4021692431589,0.504461815664536
236,ExternalVerification,55.4057780034212,37.1536577303697,40.4433305183728,0.506831566039685
237,ExternalVerification,62.355119129607,25.1396817380714,40.399899816049,0.451803743852627
238,ExternalVerification,57.6683385318366,24.8471160528862,39.2142510879571,0.439672647366503
239,ExternalVerification,61.0183988550881,37.4352112391897,39.5214982948398,0.413194481145674
240,ExternalVerification,57.0142173621157,41.8922534804276,41.1561692588418,0.512080490870607
241,ExternalVerification,61.0720304257392,27.0261007784814,39.5597134387356,0.458925291292599
242,ExternalVerification,58.2358104257223,32.9501097169035,39.1557388237695,0.405553731985346
243,ExternalVerification,59.4103928203658,37.7959029500513,38.567052000257,0.411609275971481
244,ExternalVerification,55.7704161871323,29.7975423690279,40.3982763407718,0.425055594457186
245,ExternalVerification,62.9592249332302,44.9350513532789,40.4478403163404,0.403734418655923
246,ExternalVerification,57.9624655888152,29.6399319627561,39.309318132632,0.44411461671843
247,ExternalVerification,60.2204656744294,20.2942671036941,38.6728110016757,0.439014427035923
248,ExternalVerification,56.4385620843222,34.8244329495958,39.3470860642921,0.522692540153745
249,ExternalVerification,61.7649343193884,28.3703605754447,39.3322772898282,0.465196819654363
250,ExternalVerification,58.8151299500843,34.7335202193494,38.9993403548605,0.415183470887569
251,ExternalVerification,60.0318598002447,39.892599750052,41.1031592352586,0.431052385222906
252,ExternalVerification,55.5858672274251,29.730849154665,38.9670767017055,0.488902113996259
253,ExternalVerification,62.0693250419287,36.2264139110325,40.5472002890109,0.442899905293305
254,ExternalVerification,57.2993287055625,29.8884551196018,40.7870265635929,0.521019014495395
255,ExternalVerification,60.5997008074389,32.3576204744152,40.9977977206264,0.405986469483093
256,ExternalVerification,56.7071057778705,33.040818294011,39.4975794240482,0.508955332127412
257,ExternalVerification,61.4739615666349,42.2886541434655,38.8581876216629,0.477059149454822
258,ExternalVerification,58.4220647921886,41.9968499309913,40.0056888028013,0.410498928705733
259,ExternalVerification,59.3464005774564,31.9359892557576,40.0904090844243,0.424140379482917
260,ExternalVerification,56.1396929839787,24.7547251158531,39.6033786472629,0.479787026836486
261,ExternalVerification,62.6769785215137,30.7286240864755,40.4991935412918,0.476404178537662
262,ExternalVerification,57.9032040040252,37.0612786997136,40.8320346047494,0.458466971727884
263,ExternalVerification,60.5358854715621,33.3560599221232,40.0236196579868,0.477455306799958
264,ExternalVerification,56.5318259296918,41.3258664663231,39.1504773619899,0.42842479169804
265,ExternalVerification,61.8288736207179,38.9129917612056,38.8931288438934,0.475650266901106
266,ExternalVerification,59.0775620099902,29.0120204524058,40.7817195018129,0.458109922878813
267,ExternalVerification,59.6691153929442,39.4635128472589,40.814438533516,0.469093200988192
268,ExternalVerification,55.2714470388247,36.5236068201337,40.9369449354306,0.434469682682287
269,ExternalVerification,62.4894501408389,24.9032956676293,40.8463417202465,0.409344925468768
270,ExternalVerification,57.4761107167224,28.689786404873,40.1892769146204,0.49359275071651
271,ExternalVerification,60.8978019356513,26.5616602232269,40.0722901796185,0.436533012878255
272,ExternalVerification,57.1348734382629,21.7168418337653,39.105400389808,0.48808530790924
273,ExternalVerification,61.2510134538334,24.5574845736695,41.391239595505,0.441974216107333
274,ExternalVerification,58.3012617542049,43.2186376182783,40.3179186403948,0.520540390239862
275,ExternalVerification,59.5182345160996,37.2538880992419,39.8080900633108,0.465886625287137
276,ExternalVerification,55.9716237834587,38.3072110361737,40.9680462877066,0.409796901115268
277,ExternalVerification,62.7655917973619,23.1682365227145,40.9997574807707,0.416572885043726
278,ExternalVerification,58.0674881103303,23.6569193474125,39.3875560803904,0.513105769265789
279,ExternalVerification,60.1135787510368,26.7167320513207,38.5005599528744,0.49829971366497
280,ExternalVerification,56.2684409349371,27.1204047038176,39.1935951310938,0.521114713831056
281,ExternalVerification,61.6268043934303,28.1186442134703,39.0289094185249,0.422978788524736
282,ExternalVerification,58.6505255552036,34.0914530119904,39.2585683222376,0.480085952573837
283,ExternalVerification,59.9610869972709,35.909930714223,39.847255211411,0.479892041142202
284,ExternalVerification,55.6571130817239,21.0732563616203,40.1295783341744,0.463154598113634
285,ExternalVerification,62.1908564651083,28.551480780207,39.9963405169263,0.402381734572043
286,ExternalVerification,60.7858975579819,22.3267489068194,39.9289961876294,0.49810337983208
287,ExternalVerification,56.8755091413533,32.8041580383861,39.2386060346727,0.437319008359723
288,ExternalVerification,61.305572934351,42.1346655557889,39.8677904221172,0.42494008412068
289,ExternalVerification,58.588612274027,44.1496626641042,40.5934996653564,0.431550798075285
290,ExternalVerification,59.1817473255247,30.5762281882594,40.626149283727,0.444254234782988
291,ExternalVerification,56.0222397780333,38.5690846034267,38.7011785212344,0.446308613131781
292,ExternalVerification,62.6324119923381,32.0765594991107,40.2842011854169,0.459804827293054
293,ExternalVerification,57.7073273572073,38.0422157811058,41.3810455306734,0.417588940841526
294,ExternalVerification,60.4340828641259,23.0392363329522,39.403638778555,0.44395141141094
295,ExternalVerification,56.7012689017492,27.5909768563331,41.4134980335858,0.481465917740587
296,ExternalVerification,62.0025141388293,25.6385836590327,38.9731916854356,0.40272655770369
297,ExternalVerification,58.9544311652936,25.9318660901627,40.6393120276739,0.501264857039524
298,ExternalVerification,59.7846687262172,36.3788097168411,40.5774563270802,0.508455310968606
299,ExternalVerification,55.4591919425612,27.9245869944712,40.8217257964119,0.538004751193044
300,ExternalVerification,62.3187363915193,39.7402039444479,40.7714972908123,0.471009432046516
