DOE_ID,DOE_Type,DataSplit,Qf_train_m3h,T_RO_in_C,Cf_kg_m3,R_target,ProposalFeasibilityScore,NearestPriorDistance,Rmax_analytic_design
228,FlowEdgeChallenge,Train,62.8367405231665,39.8480893768131,38.9601172178671,0.474598555459153,0.568726509423044,0.127967494584964,0.482448477213006
229,FlowEdgeChallenge,Train,49.3378199676095,44.2932652557911,39.4913522853164,0.494223788153783,0.610155591863208,0.131426537313156,0.561342432566297
230,FlowEdgeChallenge,Train,47.5939460017657,32.2149940161541,38.7412878627062,0.454272815412692,0.632681180295172,0.135028502638627,0.569723040640154
231,FlowEdgeChallenge,Train,49.7068351742235,32.2953777334055,38.9538719014276,0.518473407904732,0.798979767419296,0.10368178139953,0.567347799984049
232,FlowEdgeChallenge,Train,62.7637799429904,38.6766483141424,39.7449920859674,0.439949343001921,0.571845415842742,0.0817295691161082,0.48301279317
233,FlowEdgeChallenge,Train,48.095647690249,31.1879996665508,38.5406433833238,0.569575769143787,0.588539972960967,0.133416744275096,0.571964878398617
234,FlowEdgeChallenge,Train,47.847009655671,39.4520178701052,39.0800081677904,0.455788710093555,0.672739540263956,0.116408223055666,0.565938456225806
235,FlowEdgeChallenge,Test,61.0851601938266,32.4492661812581,39.809672114951,0.487176231931743,0.876986904264969,0.137696768335072,0.496368421122399
236,FlowEdgeChallenge,Validation,47.5851588166881,40.8276138623146,38.5153478662702,0.503578351649466,0.77268552606033,0.141251446654369,0.572247509874076
237,FlowEdgeChallenge,Train,61.4887432533893,38.672403583306,41.1141374288354,0.459959138725362,0.552309672001087,0.124797374558313,0.493090802739225
238,FlowEdgeChallenge,Train,62.3479574085984,32.8183180533206,39.186981887746,0.475907456059122,0.610710067570478,0.154681131558633,0.486254199621834
239,FlowEdgeChallenge,Train,62.9570833965071,44.7959054437784,40.580037604516,0.435770797274649,0.598142395968338,0.0474835838271741,0.481520539299512
240,FlowEdgeChallenge,Train,49.7466804092071,38.5811086717678,38.5066174333818,0.554441267909452,0.559102617077377,0.0941906981292956,0.572345056610259
241,FlowEdgeChallenge,Train,61.0523649247277,44.7627835120301,39.1023699402098,0.483552215414789,0.949366680274307,0.149263358650646,0.496636664977824
242,FlowEdgeChallenge,Train,61.0220528294787,31.7611693577785,40.5987020226093,0.493219122167145,0.799362765924871,0.0625245300379575,0.496884854500733
243,FlowEdgeChallenge,Train,62.730586104395,37.8316080739162,40.3396974963192,0.437209334930574,0.578661446264847,0.179298379898884,0.483269966444054
244,FlowEdgeChallenge,Train,61.1390931261665,44.8362171200201,38.6030279964282,0.436861289014631,0.603485997544678,0.191148637816418,0.495927910773096
245,FlowEdgeChallenge,Train,48.5302133270942,31.3070597197221,39.3112731915683,0.480870135445079,0.654687347331213,0.1568570889263,0.563354489479684
246,FlowEdgeChallenge,Test,49.9241502967814,38.8057964053612,39.6748406995508,0.516664481631646,0.68598439347259,0.151316291867966,0.559292282686583
247,FlowEdgeChallenge,Test,49.9343174700873,31.6400647889693,38.6767225293628,0.48242102519868,0.931402439610273,0.0416552140896073,0.570444441012706
248,FlowEdgeChallenge,Validation,49.9311533164145,40.9691880318245,38.5379652343229,0.471646957064723,0.795596743154492,0.102653964418764,0.571994801851141
249,FlowEdgeChallenge,Test,62.783297981994,35.0654091216908,40.1804826981712,0.482572219930622,0.886930028428564,0.136185439709512,0.482861701765786
250,FlowEdgeChallenge,Train,62.5371930143892,41.1852362939102,40.6923645257159,0.465300657525564,0.844690869108457,0.0914485914210654,0.484773731593315
251,FlowEdgeChallenge,Train,62.9769237435931,43.6792381415494,39.6161546732739,0.440042604683097,0.707155162815749,0.0974874202849663,0.481367895202301
