Sensitivity,Specificity,BalancedAccuracy,Precision,F1,AUROC,Accuracy,TP,TN,FP,FN,Threshold,N
0.893939393939394,1,0.946969696969697,1,0.944,0.998782467532468,0.953333333333333,118,168,0,14,0.8,300
