DOE_ID,ScanLevel,P1_MPa,P2_MPa,W_kW,Cp_mg_L,Recovery,RecoveryError,TargetMet,PhysicalFeasible,Success,RootEvalCount,Runtime_s,FailureReason,SelectedBest
955,refine2,5.768868321501,6.02025137945788,80.538477202696,499.027395849965,0.46003988972364,6.00240845916034e-09,1,1,1,14,12.7087077,,0
955,refine2,5.76967544257195,6.01968131862452,80.5401648928527,499.059533623138,0.460039889717309,5.9960768572509e-09,1,1,1,14,12.3188261,,0
955,refine2,5.7704825636429,6.01911122182713,80.5418595257811,499.091669905586,0.460039889710254,5.98902183401862e-09,1,1,1,14,12.6681066,,0
955,refine2,5.77128968471385,6.01854108883017,80.5435610996098,499.123804687392,0.460039889702482,5.98124960671242e-09,1,1,1,14,12.6783474,,0
955,refine2,5.7720968057848,6.01797091939743,80.5452696124666,499.155937958598,0.460039889694009,5.97277660663309e-09,1,1,1,14,7.8345786,,0
955,refine2,5.77290392685575,6.01740071329204,80.5469850624796,499.188069709228,0.460039889684846,5.96361443561122e-09,1,1,1,14,7.6219946,,0
955,refine2,5.7737110479267,6.01683047027645,80.5487074477763,499.220199929276,0.460039889675009,5.95377669387886e-09,1,1,1,14,7.7480173,,0
955,refine3,5.76321847400435,6.02424081794349,80.534902658368,498.802390525134,0.460039889746507,6.02527450155321e-09,1,1,1,14,10.7499418,,0
955,refine3,5.76329918611145,6.02418383791953,80.5332271901686,498.805605382125,0.460039889746456,6.0252243194725e-09,1,1,1,14,10.6132586,,0
955,refine3,5.76337989821854,6.02412685755431,80.5315517861018,498.808820224981,0.460039889746398,6.0251655886745e-09,1,1,1,14,10.7349579,,0
955,refine3,5.76346061032564,6.0240698768476,80.5298764461632,498.812035053696,0.460039889746331,6.02509891978187e-09,1,1,1,14,10.8243744,,0
955,refine3,5.76354132243273,6.02401289579914,80.5282011703468,498.815249868259,0.460039889746254,6.02502225888202e-09,1,1,1,14,10.8120024,,0
955,refine3,5.76362203453983,6.02395591440873,80.527676575929,498.818464668658,0.460039889746171,6.02493877011057e-09,1,1,1,14,10.6538855,,0
955,refine3,5.76370274664692,6.02389893267616,80.5278405145589,498.821679454887,0.460039889746079,6.02484673262182e-09,1,1,1,14,11.1469933,,0
955,refine3,5.76378345875402,6.02384195060116,80.5280045227547,498.824894226934,0.460039889745979,6.02474670152731e-09,1,1,1,14,11.0664388,,0
955,refine3,5.76386417086111,6.02378496818351,80.5281686005151,498.828108984787,0.460039889745872,6.02463956500543e-09,1,1,1,14,11.3941578,,0
955,refine3,5.76394488296821,6.02372798542298,80.5283327478374,498.83132372844,0.460039889745756,6.02452365772166e-09,1,1,1,14,11.4072623,,0
955,refine3,5.7640255950753,6.02367100231934,80.5284969647205,498.834538457885,0.46003988974563,6.02439759189721e-09,1,1,1,14,11.5326638,,0
955,refine3,5.7641063071824,6.02361401887237,80.5286612511622,498.837753173108,0.460039889745497,6.02426503126807e-09,1,1,1,14,11.0852465,,0
955,refine3,5.76418701928949,6.02355703508183,80.5288256071605,498.840967874099,0.460039889745357,6.02412536521157e-09,1,1,1,14,11.247145,,0
955,refine3,5.76426773139659,6.02350005094747,80.5289900327138,498.844182560852,0.460039889745208,6.02397559612555e-09,1,1,1,14,11.1459395,,0
955,refine3,5.76434844350368,6.0234430664691,80.5291545278199,498.847397233357,0.460039889745049,6.02381694525533e-09,1,1,1,14,10.9031085,,0
955,refine3,5.76442915561078,6.02338608164645,80.5293190924772,498.850611891601,0.460039889744883,6.0236510224243e-09,1,1,1,14,11.2236459,,0
955,refine3,5.76450986771787,6.02332909647934,80.5294837266841,498.853826535575,0.46003988974471,6.02347766109901e-09,1,1,1,14,11.0662987,,0
955,refine3,5.76459057982497,6.02327211096747,80.5296484304378,498.857041165269,0.460039889744528,6.02329630616794e-09,1,1,1,14,11.0844468,,0
955,refine3,5.76467129193206,6.02321512511067,80.5298132037377,498.860255780676,0.460039889744339,6.02310701314224e-09,1,1,1,14,7.360572,,0
955,refine3,5.76475200403916,6.02315813890867,80.5299780465809,498.863470381786,0.46003988974414,6.02290806117622e-09,1,1,1,14,7.3815129,,0
955,refine3,5.76483271614625,6.02310115236127,80.530142958966,498.866684968585,0.460039889743935,6.02270311400588e-09,1,1,1,14,7.2810731,,0
955,refine4,5.76354132243273,6.02401289579914,80.5282011703469,498.815249868259,0.460039889746254,6.02502248092662e-09,1,1,1,14,11.8874605,,0
955,refine4,5.76354939364344,6.0240071976755,80.5280336462919,498.815571348937,0.460039889746246,6.02501409874279e-09,1,1,1,14,11.5922591,,0
955,refine4,5.76355746485415,6.02400149954842,80.527866122878,498.815892829472,0.460039889746239,6.02500677127082e-09,1,1,1,14,11.6802257,,0
955,refine4,5.76356553606486,6.02399580141794,80.5276986001055,498.816214309867,0.46003988974623,6.02499788948663e-09,1,1,1,14,11.7460705,,0
955,refine4,5.76357360727557,6.02399010328404,80.5275782461435,498.816535790119,0.460039889746223,6.02499072854812e-09,1,1,1,14,11.8680194,,1
955,refine4,5.76358167848628,6.02398440514669,80.5275946327018,498.816857270231,0.460039889746213,6.02498079205205e-09,1,1,1,14,11.8135599,,0
955,refine4,5.76358974969699,6.02397870700595,80.5276110199559,498.817178750198,0.460039889746206,6.02497396418045e-09,1,1,1,14,10.8300668,,0
955,refine4,5.7635978209077,6.02397300886178,80.5276274079056,498.817500230027,0.460039889746196,6.02496402768438e-09,1,1,1,14,10.5740237,,0
955,refine4,5.76360589211841,6.02396731071419,80.5276437965512,498.817821709712,0.460039889746189,6.02495681123472e-09,1,1,1,14,10.6898019,,0
955,refine4,5.76361396332912,6.02396161256318,80.527660185892,498.818143189257,0.460039889746179,6.02494737433901e-09,1,1,1,14,10.5491047,,0
