DOE_ID,Qf_train_m3h,T_RO_in_C,Cf_kg_m3,R_target,Old_P1_MPa,Old_P2_MPa,Old_W_kW,Old_Cp_mg_L,New_P1_MPa,New_P2_MPa,New_W_kW,New_Cp_mg_L,PowerReduction_kW,PowerReduction_pct,RepairRuntime_s,Replaced
955,59.1539273264195,37.7556621568212,38.7741326698563,0.460039883721232,5.07151571620026,6.51501595738934,97.6393132588507,471.349594082247,5.76357360727557,6.02399010328404,80.5275782461435,498.816535790119,17.1117350127072,17.5254561319398,263.0070722,1
1519,58.8876105903969,32.2501801392686,39.3699516045936,0.4917069015119,5.89929211187388,6.9284510300097,99.5902560090478,483.387835057534,6.33752533213205,6.60585395557645,90.2643741868996,499.161658103021,9.3258818221482,9.36425127906182,228.9713041,1
2330,58.6579443998959,36.7272740738195,38.5930983738973,0.465024168167129,5.06239183778443,6.60821226414507,99.2654273705154,469.611105528497,5.81231901639842,6.06990650465995,80.814266525308,498.990009267376,18.4511608452074,18.587701009272,257.7017334,1
