Qf_train_m3h,T_RO_in_C,Cf_kg_m3,candidate_count,feasible_count,best_R_target_min_SEC,best_Qp_train_m3h,best_W_RO_train_kW,best_SEC_kWh_m3,best_Cp_mg_L,best_P1_opt_gauge_MPa,best_P2_opt_gauge_MPa,best_P_feasible
59.9,30.5,38.8,35,25,0.45,26.955,83.7075573665233,3.10545566190033,497.124269697764,6.01499870478073,6.25466061900646,0.973327304849685
61.45,30.5,38.8,35,21,0.49,30.1105,95.7213887204057,3.17900362731956,471.050059332202,6.41546079029427,6.6809883610677,0.982557522804731
63,30.5,38.8,35,13,0.51,32.13,105.116981558974,3.27161473884138,460.430640785746,7.00645005847976,6.92673442440937,0.915547621327268
47.5,31,38.8,35,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
49.05,31,38.8,35,15,0.535,26.24175,122.377318383609,4.6634587397414,500,4.45162736621979,8.13743514514364,0.89915223061696
50.6,31,38.8,35,19,0.545,27.577,115.761954085669,4.19777184195776,500,5.01054351480304,8.00733531011685,0.944341619789772
52.15,31,38.8,35,22,0.55,28.6825,110.767920166917,3.86186420873065,500,5.50928143208256,7.83931594522576,0.927543268980621
53.7,31,38.8,35,23,0.555,29.8035,107.350908958574,3.60195644667821,500,6.00428239299167,7.68461276996654,0.920515129306133
55.25,31,38.8,35,25,0.535,29.55875,100.343903555524,3.39472756985747,500,6.19528494143666,7.2697515071859,0.999495581341562
56.8,31,38.8,35,26,0.525,29.82,95.4564456990125,3.20108805161008,500,6.49581944080237,6.96042600514559,0.999564383133865
58.35,31,38.8,35,26,0.485,28.29975,87.4978596145363,3.09182447246129,498.467569462753,6.24495634306856,6.49978065889117,0.999794041791636
59.9,31,38.8,35,26,0.45,26.955,83.4023239679013,3.09413184818777,496.897169499478,5.98662889848322,6.23584804418888,0.989087624249758
61.45,31,38.8,35,23,0.485,29.80325,94.2855873342067,3.16360086011447,472.407648785,6.3310883864437,6.61178321889289,0.977348692012351
63,31,38.8,35,14,0.505,31.815,103.115351960126,3.24109231369248,462.065069462227,6.91991464374599,6.82702468856349,0.844839856323537
47.5,31.5,38.8,35,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
49.05,31.5,38.8,35,16,0.54,26.487,121.329388469115,4.58071463242778,500,4.50976697440091,8.1275480585027,0.854389320360527
50.6,31.5,38.8,35,20,0.545,27.577,114.900915230831,4.16654876276719,500,5.00522765377602,7.96137280135341,0.962208748586423
52.15,31.5,38.8,35,22,0.55,28.6825,110.071414648612,3.83758091688702,500,5.49830114652497,7.798656892094,0.948634945433737
53.7,31.5,38.8,35,23,0.555,29.8035,106.780686327017,3.582823706176,500,5.98830368651981,7.64974719121633,0.939981154478295
55.25,31.5,38.8,35,25,0.55,30.3875,102.67631457931,3.37889969820847,500,6.37513651087924,7.39296267421827,0.997721715797882
56.8,31.5,38.8,35,26,0.52,29.536,94.2270305524349,3.1902434504481,500,6.40952587100433,6.89245971817111,0.999642774022606
58.35,31.5,38.8,35,26,0.48,28.008,86.2928903411769,3.08100865256987,499.77733192012,6.15611662501427,6.4430681174307,0.999817661862879
59.9,31.5,38.8,35,26,0.45,26.955,83.0973134933817,3.08281630470717,496.829306459821,5.96073729344527,6.21524940278525,0.994622107154763
61.45,31.5,38.8,35,24,0.455,27.95975,87.9982835159254,3.14732011251622,489.96614946603,6.24444820678938,6.10928520444893,0.832812695256718
63,31.5,38.8,35,14,0.505,31.815,103.023652225309,3.2382100337988,459.668896953874,6.80662090044602,6.8302340078053,0.889705266392741
47.5,32,38.8,35,1,0.5,23.75,130.446386966212,5.49247945120894,500,3.60732383797226,7.99563620930971,0.803886141218958
49.05,32,38.8,35,16,0.54,26.487,120.319851578388,4.54260020305766,500,4.50881173582446,8.07754337806508,0.931260075957103
50.6,32,38.8,35,21,0.55,27.83,114.476496623249,4.11342064761943,500,5.05490165351662,7.96526674832857,0.840681721016385
52.15,32,38.8,35,22,0.55,28.6825,109.401135600994,3.81421199689684,500,5.48704437378522,7.75937711756139,0.961266777494145
53.7,32,38.8,35,24,0.555,29.8035,106.231971389652,3.56441261562071,500,5.9723212409189,7.61584908204689,0.951132019701534
55.25,32,38.8,35,26,0.55,30.3875,102.213775887331,3.36367835087884,500,6.35506478654202,7.36250143833477,0.997773265821022
56.8,32,38.8,35,27,0.52,29.536,93.8532719780596,3.1775891108498,500,6.38626655718607,6.86642363335153,0.999652839646619
58.35,32,38.8,35,27,0.48,28.008,86.0042572059248,3.07070327070568,499.718270126168,6.13648646810995,6.4180625271007,0.999830134505753
59.9,32,38.8,35,26,0.45,26.955,82.7920949921565,3.07149304367117,496.805958922054,5.93658472290545,6.19360176613446,0.996915621628094
61.45,32,38.8,35,25,0.45,27.6525,86.4524378638627,3.12638777195055,492.008943136543,6.19620915258658,6.0014183828331,0.830224535754745
63,32,38.8,35,15,0.5,31.5,101.081332881713,3.20893120259405,461.491792266876,6.7239422082013,6.73477649016023,0.806863299688076
47.5,32.5,38.8,35,3,0.505,23.9875,128.730039518681,5.36654672302994,500,3.67367543376277,7.97359917695277,0.848239044835602
49.05,32.5,38.8,35,17,0.545,26.73225,119.47807240871,4.46943569690954,500,4.56341070914696,8.07320397455987,0.85794011274579
50.6,32.5,38.8,35,21,0.55,27.83,113.688105391996,4.08509182148745,500,5.04801564867841,7.92194051853399,0.875198925110304
52.15,32.5,38.8,35,22,0.55,28.6825,108.755806028662,3.79171292699947,500,5.47554533323959,7.72143125286265,0.968753735397231
53.7,32.5,38.8,35,24,0.555,29.8035,105.703988109301,3.54669713655446,500,5.95636941713647,7.58284778862431,0.9570729346178
55.25,32.5,38.8,35,26,0.55,30.3875,101.775835764325,3.34926649985437,500,6.33394874259921,7.33296945587349,0.997765917206034
56.8,32.5,38.8,35,27,0.52,29.536,93.5256879146393,3.16649810111861,500,6.36221079741019,6.84208481648787,0.999662684844836
58.35,32.5,38.8,35,27,0.48,28.008,85.7333005871976,3.06102901268201,499.676414761305,6.11712333738679,6.39419876903166,0.999841715494774
59.9,32.5,38.8,35,27,0.45,26.955,82.4872144235424,3.06018231955268,496.771045147607,5.91363363832089,6.17145270102641,0.998016077274511
61.45,32.5,38.8,35,25,0.45,27.6525,86.141066965774,3.11512763640806,490.707354006239,6.11520578096632,6.05721225973076,0.880148895933249
63,32.5,38.8,35,15,0.5,31.5,100.997769449228,3.20627839521358,459.071406164925,6.62443595164702,6.73652180530962,0.855063097487714
47.5,33,38.8,35,5,0.515,24.4625,126.642490386888,5.17700522787484,500,3.7990098611744,7.98639644432978,0.801332953041145
49.05,33,38.8,35,17,0.545,26.73225,118.552311822947,4.43480484519438,500,4.56105813593297,8.02615637431508,0.908081484249802
50.6,33,38.8,35,21,0.55,27.83,112.928997525612,4.05781521831162,500,5.04078967010024,7.8799176791554,0.897454755246771
52.15,33,38.8,35,23,0.55,28.6825,108.134248804715,3.7700426672959,500,5.46384461938223,7.6847696092535,0.973008954471152
53.7,33,38.8,35,24,0.555,29.8035,105.196020524412,3.52965324624328,500,5.94048083990958,7.55070142136977,0.959461500816862
55.25,33,38.8,35,26,0.545,30.11125,100.4454090432,3.33581000600107,500,6.25712545700712,7.25282740480228,0.998854173794069
56.8,33,38.8,35,27,0.52,29.536,93.2555980684779,3.15735367241596,500,6.33720738182624,6.81986127700333,0.999672395347134
58.35,33,38.8,35,27,0.48,28.008,85.4770720016253,3.0518806055993,499.648524292757,6.09800156050741,6.37139488727203,0.999852654669548
59.9,33,38.8,35,27,0.445,26.6555,81.2458130624208,3.0479943374696,498.755468966744,5.82878581729907,6.11426448818741,0.995530074180967
61.45,33,38.8,35,26,0.445,27.34525,84.6708147289311,3.09636279532757,492.899240791921,6.06385886170531,5.95595822482768,0.85100655013681
63,33,38.8,35,15,0.5,31.5,101.038758461613,3.20757963370198,456.667693993285,6.53357686884738,6.73404708692715,0.889278730448075
47.5,33.5,38.8,35,6,0.52,24.7,125.153703336175,5.06695155207186,500,3.86086757930028,7.97001197881507,0.800910486502546
49.05,33.5,38.8,35,17,0.545,26.73225,117.660520479497,4.40144471488546,500,4.55824652033154,7.98052053756269,0.935602255552484
50.6,33.5,38.8,35,21,0.55,27.83,112.197734776131,4.03153915832307,500,5.03328057841755,7.83917327327566,0.911320051638348
52.15,33.5,38.8,35,23,0.55,28.6825,107.535377989451,3.74916335708013,500,5.45198343674613,7.64934001750961,0.975089722693705
53.7,33.5,38.8,35,25,0.555,29.8035,104.707391101875,3.51325821134683,500,5.92468349616682,7.51939772085156,0.95906498344746
55.25,33.5,38.8,35,27,0.545,30.11125,100.018900313963,3.32164557479225,500,6.23744312661953,7.22506907808222,0.998821430909382
56.8,33.5,38.8,35,28,0.515,29.252,92.1155590038477,3.14903456187091,500,6.25216179098765,6.75548606635146,0.999734815346681
58.35,33.5,38.8,35,28,0.48,28.008,85.2307618265706,3.0430863262843,499.630732032141,6.07908337165787,6.34954771901083,0.999863156484504
59.9,33.5,38.8,35,27,0.445,26.6555,80.9303615661038,3.03615995070825,498.710535486032,5.80805431344315,6.09284524418989,0.997141890567551
61.45,33.5,38.8,35,26,0.445,27.34525,84.3996386575693,3.08644604300817,491.429753718551,5.9913669232417,6.00297724335258,0.890268815798652
63,33.5,38.8,35,16,0.495,31.185,99.0364318512445,3.17577142380133,458.759029939833,6.46060320055601,6.64550088562527,0.811964424272167
47.5,34,38.8,35,6,0.52,24.7,124.081436199204,5.02353992709327,500,3.86327029503712,7.9207776520904,0.881284861387653
49.05,34,38.8,35,17,0.545,26.73225,116.801058216158,4.36929395079571,500,4.55500517115678,7.93624990727421,0.951758567416008
50.6,34,38.8,35,21,0.55,27.83,111.492987009468,4.00621584654932,500,5.02554622807783,7.79967889158466,0.919349741082998
52.15,34,38.8,35,23,0.55,28.6825,106.958189893577,3.7290400032625,500,5.4399984375819,7.61508924640097,0.97553912549364
53.7,34,38.8,35,25,0.555,29.8035,104.237435690632,3.49748974753409,500,5.9089993888402,7.48895038294317,0.956066238031682
55.25,34,38.8,35,27,0.545,30.11125,99.6162208438704,3.30827251754312,500,6.21681813013228,7.19813384281704,0.998772356815876
56.8,34,38.8,35,28,0.515,29.252,91.8057418211799,3.13844324563038,500,6.22911741619915,6.73291951260785,0.999744564351458
58.35,34,38.8,35,28,0.48,28.008,84.9878889889556,3.03441477395586,499.619600843851,6.0603148357431,6.32854303269997,0.999873381760768
59.9,34,38.8,35,28,0.445,26.6555,80.6284724233196,3.02483436526494,498.646004631248,5.78788612004531,6.07145142446147,0.998008179228917
61.45,34,38.8,35,27,0.44,27.038,83.0151157523464,3.07031273586605,493.761662763338,5.93740894379344,5.90901662926006,0.823089756688353
63,34,38.8,35,16,0.495,31.185,99.0787057471987,3.17712700808718,456.606810368743,6.38273563510069,6.64212843602244,0.847048896683809
47.5,34.5,38.8,35,7,0.525,24.9375,122.76763025111,4.92301274189915,500,3.9223215097144,7.9090665793704,0.878927824139253
49.05,34.5,38.8,35,18,0.55,26.9775,116.232815842249,4.30850952987671,500,4.60267095666015,7.94132322283452,0.825934117189816
50.6,34.5,38.8,35,21,0.55,27.83,110.813526902741,3.98180118227601,500,5.01763697688244,7.76140219276911,0.923153333739444
52.15,34.5,38.8,35,23,0.55,28.6825,106.401754361559,3.70964017646856,500,5.42791836254369,7.5819638612885,0.974576091689623
53.7,34.5,38.8,35,25,0.555,29.8035,103.785474916488,3.48232505969056,500,5.89344461367588,7.4593900472963,0.950200319936741
55.25,34.5,38.8,35,27,0.545,30.11125,99.2468791917145,3.29600661519248,500,6.19507042214787,7.17271900578854,0.998703355822778
56.8,34.5,38.8,35,28,0.515,29.252,91.5516666735674,3.12975750969395,500,6.20527914253949,6.71205640380265,0.999754656367722
58.35,34.5,38.8,35,28,0.48,28.008,84.7417210053123,3.02562557145502,499.613711804042,6.04162171670466,6.30827149225756,0.999883446377226
59.9,34.5,38.8,35,28,0.445,26.6555,80.3407937374859,3.01404189519933,498.573712970439,5.76813315668413,6.05027594728657,0.998522131249775
61.45,34.5,38.8,35,27,0.44,27.038,82.7764793485862,3.06148677226815,492.185476545789,5.87292906983592,5.94757707201349,0.862029927678784
63,34.5,38.8,35,16,0.495,31.185,99.212633200393,3.18142161938089,454.864056535467,6.31231549676813,6.63669787618587,0.872361869413377
47.5,35,38.8,35,7,0.53,25.175,121.588571406829,4.8297347132802,500,3.97921529115138,7.90026035645893,0.867211561117804
49.05,35,38.8,35,18,0.55,26.9775,115.442789551635,4.27922489302695,500,4.59835198993437,7.89966521986544,0.846160106604665
50.6,35,38.8,35,21,0.55,27.83,110.158222724217,3.95825449961256,500,5.00959001749418,7.72430745114184,0.923729670475132
52.15,35,38.8,35,24,0.55,28.6825,105.865206580639,3.69093372546464,500,5.41576302023748,7.54991057453028,0.972192165404085
53.7,35,38.8,35,26,0.555,29.8035,103.350782492721,3.46773977864079,500,5.87803029345268,7.43075036318637,0.940793913032434
55.25,35,38.8,35,28,0.545,30.11125,98.9215339259516,3.28520184070577,500,6.17202237538425,7.14952565956364,0.998609034461925
56.8,35,38.8,35,29,0.515,29.252,91.3623356309548,3.12328509609445,500,6.18035922260603,6.69332842033139,0.999765137879863
