Hour_Index,Representative_DateTime_Local,Month,Day,Hour_Start,TMY_EPW_Hour,TMY_SourceYear,SeaWater_Temperature_C,Salinity_CMEMS_native,Temperature_Source,Salinity_Source,Original_CMEMS_UTC,Reference_Salinity_g_kg,Absolute_Salinity_g_kg,Conservative_Temperature_C,SeaPressure_dbar,SeaWater_Density_TEOS10_kg_m3,Cf_kg_m3,Cf_Conversion_Method
1739,2025-03-14 10:00:00,3,14,10,11,2013,16.5938911437988,38.2396087646484,Copernicus,Copernicus,2026-03-14 07:00:00,38.4199249083775,38.4202086759032,16.4953947001283,10.6150989269119,1028.14967494625,39.5017250614969,TEOS10_SP_to_SA_rho
1740,2025-03-14 11:00:00,3,14,11,12,2013,16.6025447845459,38.2414627075195,Copernicus,Copernicus,2026-03-14 08:00:00,38.4217875933838,38.4220713746671,16.5039665126153,10.6150989269119,1028.14902414654,39.5036151895528,TEOS10_SP_to_SA_rho
1741,2025-03-14 12:00:00,3,14,12,13,2013,16.6105079650879,38.24267578125,Copernicus,Copernicus,2026-03-14 09:00:00,38.4230063872768,38.4232901775621,16.511867948956,10.6150989269119,1028.14804567411,39.5048307044297,TEOS10_SP_to_SA_rho
1742,2025-03-14 13:00:00,3,14,13,14,2013,16.6205139160156,38.2443923950195,Copernicus,Copernicus,2026-03-14 10:00:00,38.4247310956159,38.4250148986398,16.5217909969688,10.6150989269119,1028.14696323882,39.5065623804429,TEOS10_SP_to_SA_rho
1743,2025-03-14 14:00:00,3,14,14,15,2013,16.6354370117188,38.2478408813477,Copernicus,Copernicus,2026-03-14 11:00:00,38.428195843035,38.4284796716493,16.5365659040927,10.6150989269119,1028.14603000389,39.5100888134913,TEOS10_SP_to_SA_rho
1744,2025-03-14 15:00:00,3,14,15,16,2013,16.6533260345459,38.2527008056641,Copernicus,Copernicus,2026-03-14 12:00:00,38.4330786839774,38.4333625486561,16.5542571261703,10.6150989269119,1028.14546662767,39.5150874716584,TEOS10_SP_to_SA_rho
1745,2025-03-14 16:00:00,3,14,16,17,2013,16.6696224212646,38.2576179504395,Copernicus,Copernicus,2026-03-14 13:00:00,38.4380190151978,38.4383029163655,16.5703596473414,10.6150989269119,1028.14532729283,39.5201615325274,TEOS10_SP_to_SA_rho
1746,2025-03-14 17:00:00,3,14,17,18,2013,16.6742286682129,38.2595100402832,Copernicus,Copernicus,2026-03-14 14:00:00,38.439920027056,38.4402039422645,16.5748971926512,10.6150989269119,1028.14567350133,39.5221293717479,TEOS10_SP_to_SA_rho
1747,2025-03-14 18:00:00,3,14,18,19,2013,16.6830234527588,38.2634162902832,Copernicus,Copernicus,2026-03-14 15:00:00,38.4438446966989,38.4441286408948,16.5835526359372,10.6150989269119,1028.14655964886,39.526198600834,TEOS10_SP_to_SA_rho
1748,2025-03-14 19:00:00,3,14,19,20,2013,16.6972637176514,38.269287109375,Copernicus,Copernicus,2026-03-14 16:00:00,38.4497431992188,38.4500271869807,16.5975796853222,10.6150989269119,1028.14764377937,39.5323048555471,TEOS10_SP_to_SA_rho
1749,2025-03-14 20:00:00,3,14,20,21,2013,16.6947269439697,38.2698402404785,Copernicus,Copernicus,2026-03-14 17:00:00,38.4502989385725,38.4505829304391,16.5950366861706,10.6150989269119,1028.14867985063,39.5329160794181,TEOS10_SP_to_SA_rho
1750,2025-03-14 21:00:00,3,14,21,22,2013,16.6849708557129,38.2680053710938,Copernicus,Copernicus,2026-03-14 18:00:00,38.4484554169922,38.4487393952427,16.5853662274863,10.6150989269119,1028.14961838382,39.5310567365576,TEOS10_SP_to_SA_rho
1751,2025-03-14 22:00:00,3,14,22,23,2013,16.6744709014893,38.2656898498535,Copernicus,Copernicus,2026-03-14 19:00:00,38.4461289770769,38.4464129381444,16.5749678152252,10.6150989269119,1028.15036554861,39.5286935163861,TEOS10_SP_to_SA_rho
1752,2025-03-14 23:00:00,3,14,23,24,2013,16.6636829376221,38.2629737854004,Copernicus,Copernicus,2026-03-14 20:00:00,38.4434001052159,38.4436840461281,16.5642934424805,10.6150989269119,1028.15087304165,39.525907314964,TEOS10_SP_to_SA_rho
1753,2025-03-15 00:00:00,3,15,0,1,2013,16.6522388458252,38.2597618103027,Copernicus,Copernicus,2026-03-14 21:00:00,38.4401729842791,38.4404569013559,16.552978920276,10.6150989269119,1028.15115594862,39.5226001983223,TEOS10_SP_to_SA_rho
1754,2025-03-15 01:00:00,3,15,1,2,2013,16.6392860412598,38.2557830810547,Copernicus,Copernicus,2026-03-14 22:00:00,38.4361754936175,38.4364593811691,16.5401821525257,10.6150989269119,1028.151210704,39.518492247924,TEOS10_SP_to_SA_rho
1755,2025-03-15 02:00:00,3,15,2,3,2013,16.6245212554932,38.2508926391602,Copernicus,Copernicus,2026-03-14 23:00:00,38.4312619911935,38.4315458424542,16.5256048975376,10.6150989269119,1028.15099810969,39.5134322168178,TEOS10_SP_to_SA_rho
1756,2025-03-15 03:00:00,3,15,3,4,2013,16.6176090240479,38.2494773864746,Copernicus,Copernicus,2026-03-15 00:00:00,38.429840064985,38.4301239057435,16.5187563189318,10.6150989269119,1028.15156993996,39.5119922266774,TEOS10_SP_to_SA_rho
1757,2025-03-15 04:00:00,3,15,4,5,2013,16.603385925293,38.2444458007812,Copernicus,Copernicus,2026-03-15 01:00:00,38.4247847532087,38.4250685566289,16.5047225121466,10.6150989269119,1028.15111571279,39.5067771078385,TEOS10_SP_to_SA_rho
1758,2025-03-15 05:00:00,3,15,5,6,2013,16.5873546600342,38.2387199401855,Copernicus,Copernicus,2026-03-15 02:00:00,38.4190318927264,38.4193156536562,16.4889059306165,10.6150989269119,1028.15055934032,39.5008408787788,TEOS10_SP_to_SA_rho
1759,2025-03-15 06:00:00,3,15,6,7,2013,16.5742588043213,38.2336921691895,Copernicus,Copernicus,2026-03-15 03:00:00,38.4139804136353,38.4142641372552,16.4759949437208,10.6150989269119,1028.14983358178,39.4956192798856,TEOS10_SP_to_SA_rho
1760,2025-03-15 07:00:00,3,15,7,8,2013,16.5669059753418,38.230152130127,Copernicus,Copernicus,2026-03-15 04:00:00,38.4104236817714,38.4107073791215,16.4687655657766,10.6150989269119,1028.14887396501,39.4919255400433,TEOS10_SP_to_SA_rho
1761,2025-03-15 08:00:00,3,15,8,9,2013,16.5642185211182,38.2277565002441,Copernicus,Copernicus,2026-03-15 05:00:00,38.408016755467,38.4083004350397,16.4661535023126,10.6150989269119,1028.14767599311,39.4894048311311,TEOS10_SP_to_SA_rho
1762,2025-03-15 09:00:00,3,15,9,10,2013,16.5615615844727,38.2249526977539,Copernicus,Copernicus,2026-03-15 06:00:00,38.4051997318464,38.4054833906127,16.4635830506093,10.6150989269119,1028.14615679644,39.4864501479679,TEOS10_SP_to_SA_rho
1763,2025-03-15 10:00:00,3,15,10,11,2013,16.5618667602539,38.2225189208984,Copernicus,Copernicus,2026-03-15 07:00:00,38.40275447869,38.4030381193958,16.4639540334405,10.6150989269119,1028.14421243965,39.4838613825562,TEOS10_SP_to_SA_rho
1764,2025-03-15 11:00:00,3,15,11,12,2013,16.567907333374,38.2215919494629,Copernicus,Copernicus,2026-03-15 08:00:00,38.4018231361869,38.4021067700138,16.4699987000565,10.6150989269119,1028.14205246979,39.4828208736862,TEOS10_SP_to_SA_rho
1765,2025-03-15 12:00:00,3,15,12,13,2013,16.5750999450684,38.220272064209,Copernicus,Copernicus,2026-03-15 09:00:00,38.4004970271083,38.4007806511407,16.4772021562439,10.6150989269119,1028.139313999,39.48135227569,TEOS10_SP_to_SA_rho
1766,2025-03-15 13:00:00,3,15,13,14,2013,16.5837383270264,38.2184944152832,Copernicus,Copernicus,2026-03-15 10:00:00,38.398710995806,38.3989946066468,16.4858589008508,10.6150989269119,1028.13587655189,39.4793839786163,TEOS10_SP_to_SA_rho
1767,2025-03-15 14:00:00,3,15,14,15,2013,16.5898380279541,38.214241027832,Copernicus,Copernicus,2026-03-15 11:00:00,38.3944375518101,38.3947211310875,16.492054102217,10.6150989269119,1028.13114392047,39.4748085570123,TEOS10_SP_to_SA_rho
1768,2025-03-15 15:00:00,3,15,15,16,2013,16.5858726501465,38.2005577087402,Copernicus,Copernicus,2026-03-15 12:00:00,38.3806897100045,38.3809731877411,16.4884791628471,10.6150989269119,1028.12157472776,39.4603065933644,TEOS10_SP_to_SA_rho
1769,2025-03-15 16:00:00,3,15,16,17,2013,16.5777378082275,38.1807098388672,Copernicus,Copernicus,2026-03-15 13:00:00,38.3607482489188,38.3610315793688,16.4809186893357,10.6150989269119,1028.10826505865,39.4392936229248,TEOS10_SP_to_SA_rho
1770,2025-03-15 17:00:00,3,15,17,18,2013,16.5691184997559,38.1594581604004,Copernicus,Copernicus,2026-03-15 14:00:00,38.3393963596802,38.3396795324262,16.4729135719043,10.6150989269119,1028.09399112487,39.4167941489404,TEOS10_SP_to_SA_rho
1771,2025-03-15 18:00:00,3,15,18,19,2013,16.5613098144531,38.1404991149902,Copernicus,Copernicus,2026-03-15 15:00:00,38.3203479142456,38.3206309463009,16.4656528073563,10.6150989269119,1028.08128464866,39.3967234918202,TEOS10_SP_to_SA_rho
1772,2025-03-15 19:00:00,3,15,19,20,2013,16.5553531646729,38.1260414123535,Copernicus,Copernicus,2026-03-15 16:00:00,38.3058220373448,38.3061049621127,16.4601137245189,10.6150989269119,1028.07159484009,39.381418420511,TEOS10_SP_to_SA_rho
1773,2025-03-15 20:00:00,3,15,20,21,2013,16.549861907959,38.1124649047852,Copernicus,Copernicus,2026-03-15 17:00:00,38.2921815107248,38.2924643347444,16.4550140223668,10.6150989269119,1028.06247064484,39.3670454910568,TEOS10_SP_to_SA_rho
1774,2025-03-15 21:00:00,3,15,21,22,2013,16.5453853607178,38.0996322631836,Copernicus,Copernicus,2026-03-15 18:00:00,38.2792883577183,38.2795710865099,16.4509049695377,10.6150989269119,1028.0536751895,39.3534537401641,TEOS10_SP_to_SA_rho
1775,2025-03-15 22:00:00,3,15,22,23,2013,16.5420799255371,38.0880279541016,Copernicus,Copernicus,2026-03-15 19:00:00,38.2676293293457,38.2679119720243,16.4479292079957,10.6150989269119,1028.04554374944,39.3411563714355,TEOS10_SP_to_SA_rho
1776,2025-03-15 23:00:00,3,15,23,24,2013,16.5390968322754,38.0765495300293,Copernicus,Copernicus,2026-03-15 20:00:00,38.2560967795846,38.2563793370844,16.4452711408061,10.6150989269119,1028.03743183512,39.3289899650065,TEOS10_SP_to_SA_rho
1777,2025-03-16 00:00:00,3,16,0,1,2013,16.536600112915,38.0658302307129,Copernicus,Copernicus,2026-03-15 21:00:00,38.2453269341779,38.2456094121322,16.4430768939569,10.6150989269119,1028.02978714871,39.3176257033269,TEOS10_SP_to_SA_rho
1778,2025-03-16 01:00:00,3,16,1,2,2013,16.5349254608154,38.056941986084,Copernicus,Copernicus,2026-03-15 22:00:00,38.2363967776664,38.236679189663,16.4416516659593,10.6150989269119,1028.02335367095,39.3081991737976,TEOS10_SP_to_SA_rho
1779,2025-03-16 02:00:00,3,16,2,3,2013,16.5351791381836,38.0498313903809,Copernicus,Copernicus,2026-03-15 23:00:00,38.2292526524571,38.2295350116876,16.4420995453624,10.6150989269119,1028.01782598498,39.3006434711319,TEOS10_SP_to_SA_rho
1780,2025-03-16 03:00:00,3,16,3,4,2013,16.5374889373779,38.0428581237793,Copernicus,Copernicus,2026-03-16 00:00:00,38.222246503915,38.2225288113984,16.4445929528928,10.6150989269119,1028.01191242272,39.2932149410384,TEOS10_SP_to_SA_rho
1781,2025-03-16 04:00:00,3,16,4,5,2013,16.5419826507568,38.0357398986816,Copernicus,Copernicus,2026-03-16 01:00:00,38.2150947133353,38.215376967996,16.4492670590589,10.6150989269119,1028.00536534378,39.2856125617352,TEOS10_SP_to_SA_rho
1782,2025-03-16 05:00:00,3,16,5,6,2013,16.5490798950195,38.0298957824707,Copernicus,Copernicus,2026-03-16 02:00:00,38.2092230396118,38.2095052509046,16.4565012153016,10.6150989269119,1027.99917525335,39.2793398847686,TEOS10_SP_to_SA_rho
1783,2025-03-16 06:00:00,3,16,6,7,2013,16.5583820343018,38.0269393920898,Copernicus,Copernicus,2026-03-16 03:00:00,38.2062527085833,38.2065348979374,16.4658538295944,10.6150989269119,1027.99467760847,39.276114524942,TEOS10_SP_to_SA_rho
1784,2025-03-16 07:00:00,3,16,7,8,2013,16.5692176818848,38.026237487793,Copernicus,Copernicus,2026-03-16 04:00:00,38.2055474945068,38.2058296786523,16.4766730589269,10.6150989269119,1027.99154558753,39.2752699018119,TEOS10_SP_to_SA_rho
1785,2025-03-16 08:00:00,3,16,8,9,2013,16.5818138122559,38.0268440246582,Copernicus,Copernicus,2026-03-16 05:00:00,38.2061568914533,38.2064390800998,16.4892110551518,10.6150989269119,1027.98899699995,39.2757989888915,TEOS10_SP_to_SA_rho
1786,2025-03-16 09:00:00,3,16,9,10,2013,16.5961666107178,38.0283088684082,Copernicus,Copernicus,2026-03-16 06:00:00,38.2076286425694,38.2079108420861,16.5034763422839,10.6150989269119,1027.98668604636,39.277223647311,TEOS10_SP_to_SA_rho
1787,2025-03-16 10:00:00,3,16,10,11,2013,16.6109066009521,38.0287017822266,Copernicus,Copernicus,2026-03-16 07:00:00,38.2080234091448,38.2083056115772,16.5181570343825,10.6150989269119,1027.98345639844,39.277506065717,TEOS10_SP_to_SA_rho
1788,2025-03-16 11:00:00,3,16,11,12,2013,16.6269474029541,38.0295791625977,Copernicus,Copernicus,2026-03-16 08:00:00,38.2089049267404,38.2091871356836,16.5341209439379,10.6150989269119,1027.98028529374,39.2782910925819,TEOS10_SP_to_SA_rho
1789,2025-03-16 12:00:00,3,16,12,13,2013,16.6429958343506,38.0309028625488,Copernicus,Copernicus,2026-03-16 09:00:00,38.2102348685041,38.2105170872703,16.5500801660569,10.6150989269119,1027.97745312236,39.2795500378604,TEOS10_SP_to_SA_rho
1790,2025-03-16 13:00:00,3,16,13,14,2013,16.6588039398193,38.032527923584,Copernicus,Copernicus,2026-03-16 10:00:00,38.2118675923985,38.2121498232239,16.5657915312196,10.6150989269119,1027.97490795688,39.281131197363,TEOS10_SP_to_SA_rho
1791,2025-03-16 14:00:00,3,16,14,15,2013,16.6737823486328,38.0342330932617,Copernicus,Copernicus,2026-03-16 11:00:00,38.2135808026821,38.2138630461611,16.5806736929537,10.6150989269119,1027.97262140177,39.2828049694505,TEOS10_SP_to_SA_rho
1792,2025-03-16 15:00:00,3,16,15,16,2013,16.6869602203369,38.0358352661133,Copernicus,Copernicus,2026-03-16 12:00:00,38.2151905304653,38.2154727858337,16.5937640504388,10.6150989269119,1027.97068639269,39.2843857904746,TEOS10_SP_to_SA_rho
1793,2025-03-16 16:00:00,3,16,16,17,2013,16.6979351043701,38.0375747680664,Copernicus,Copernicus,2026-03-16 13:00:00,38.2169382349156,38.2172205031925,16.6046548367568,10.6150989269119,1027.96938505241,39.2861326590792,TEOS10_SP_to_SA_rho
1794,2025-03-16 17:00:00,3,16,17,18,2013,16.7067565917969,38.0393905639648,Copernicus,Copernicus,2026-03-16 14:00:00,38.2187625930699,38.2190448748214,16.6133971631136,10.6150989269119,1027.96865919239,39.2879803155839,TEOS10_SP_to_SA_rho
1795,2025-03-16 18:00:00,3,16,18,19,2013,16.7134037017822,38.0411567687988,Copernicus,Copernicus,2026-03-16 15:00:00,38.2205371263166,38.2208194211747,16.6199736008048,10.6150989269119,1027.96841762775,39.2897952608211,TEOS10_SP_to_SA_rho
1796,2025-03-16 19:00:00,3,16,19,20,2013,16.7182941436768,38.0427017211914,Copernicus,Copernicus,2026-03-16 16:00:00,38.2220893638219,38.2223716701447,16.624805242367,10.6150989269119,1027.96842831745,39.291391332324,TEOS10_SP_to_SA_rho
1797,2025-03-16 20:00:00,3,16,20,21,2013,16.7219676971436,38.0434875488281,Copernicus,Copernicus,2026-03-16 17:00:00,38.2228788969727,38.2231612091269,16.6284449828542,10.6150989269119,1027.96814822598,39.2921922474895,TEOS10_SP_to_SA_rho
1798,2025-03-16 21:00:00,3,16,21,22,2013,16.72434425354,38.0433731079102,Copernicus,Copernicus,2026-03-16 18:00:00,38.2227639164167,38.2230462277217,16.6308168940383,10.6150989269119,1027.96748829664,39.2920488257574,TEOS10_SP_to_SA_rho
1799,2025-03-16 22:00:00,3,16,22,23,2013,16.7252292633057,38.0423393249512,Copernicus,Copernicus,2026-03-16 19:00:00,38.221725258728,38.2220075623616,16.6317275990522,10.6150989269119,1027.96648078865,39.2909426025582,TEOS10_SP_to_SA_rho
1800,2025-03-16 23:00:00,3,16,23,24,2013,16.7243385314941,38.0401229858398,Copernicus,Copernicus,2026-03-16 20:00:00,38.2194984686279,38.2197807558145,16.630901114639,10.6150989269119,1027.96499184555,39.2885966129895,TEOS10_SP_to_SA_rho
1801,2025-03-17 00:00:00,3,17,0,1,2013,16.7215938568115,38.03662109375,Copernicus,Copernicus,2026-03-16 21:00:00,38.2159800636161,38.2162623248159,16.6282623263045,10.6150989269119,1027.96296106505,39.2849021802565,TEOS10_SP_to_SA_rho
1802,2025-03-17 01:00:00,3,17,1,2,2013,16.7172012329102,38.0318908691406,Copernicus,Copernicus,2026-03-16 22:00:00,38.2112275339704,38.2115097600683,16.6240149341836,10.6150989269119,1027.96038268035,39.2799181957538,TEOS10_SP_to_SA_rho
1803,2025-03-17 02:00:00,3,17,2,3,2013,16.7116851806641,38.0260391235352,Copernicus,Copernicus,2026-03-16 23:00:00,38.2053481948765,38.20563037755,16.6186787443221,10.6150989269119,1027.9572123598,39.2737532993553,TEOS10_SP_to_SA_rho
1804,2025-03-17 03:00:00,3,17,3,4,2013,16.7063179016113,38.019603729248,Copernicus,Copernicus,2026-03-17 00:00:00,38.1988824549473,38.1991645898652,16.6135068964736,10.6150989269119,1027.95355732776,39.2669671271006,TEOS10_SP_to_SA_rho
1805,2025-03-17 04:00:00,3,17,4,5,2013,16.7014942169189,38.0129814147949,Copernicus,Copernicus,2026-03-17 01:00:00,38.1922289134434,38.1925109992185,16.6088819540463,10.6150989269119,1027.94962758146,39.2599774580476,TEOS10_SP_to_SA_rho
1806,2025-03-17 05:00:00,3,17,5,6,2013,16.6972389221191,38.0066528320312,Copernicus,Copernicus,2026-03-17 02:00:00,38.1858704886998,38.1861525275119,16.6048153602032,10.6150989269119,1027.94578665831,39.2532945993473,TEOS10_SP_to_SA_rho
1807,2025-03-17 06:00:00,3,17,6,7,2013,16.6940689086914,38.0012626647949,Copernicus,Copernicus,2026-03-17 03:00:00,38.1804549045149,38.1807369033278,16.6018045408027,10.6150989269119,1027.94240589897,39.2475985514024,TEOS10_SP_to_SA_rho
1808,2025-03-17 07:00:00,3,17,7,8,2013,16.6912937164307,37.9966011047363,Copernicus,Copernicus,2026-03-17 04:00:00,38.1757713632028,38.1760533274233,16.5991670967839,10.6150989269119,1027.93949011156,39.2426727918632,TEOS10_SP_to_SA_rho
1809,2025-03-17 08:00:00,3,17,8,9,2013,16.6897029876709,37.9929466247559,Copernicus,Copernicus,2026-03-17 05:00:00,38.172099650783,38.1723815878844,16.5976824448418,10.6150989269119,1027.93706362484,39.2388058410167,TEOS10_SP_to_SA_rho
1810,2025-03-17 09:00:00,3,17,9,10,2013,16.6908435821533,37.9907989501953,Copernicus,Copernicus,2026-03-17 06:00:00,38.1699418490165,38.1702237701805,16.5988786750712,10.6150989269119,1027.93513888967,39.2365142726501,TEOS10_SP_to_SA_rho
1811,2025-03-17 10:00:00,3,17,10,11,2013,16.6962833404541,37.9905204772949,Copernicus,Copernicus,2026-03-17 07:00:00,38.169662062997,38.1699439820946,16.6043085788616,10.6150989269119,1027.93361754965,39.2361685991818,TEOS10_SP_to_SA_rho
1812,2025-03-17 11:00:00,3,17,11,12,2013,16.7052879333496,37.99169921875,Copernicus,Copernicus,2026-03-17 08:00:00,38.1708463627232,38.1711282905679,16.6132515608815,10.6150989269119,1027.93235886778,39.2373379443681,TEOS10_SP_to_SA_rho
1813,2025-03-17 12:00:00,3,17,12,13,2013,16.7165908813477,37.9938049316406,Copernicus,Copernicus,2026-03-17 09:00:00,38.1729620049526,38.1732439484233,16.6244598412326,10.6150989269119,1027.93125904232,39.2394707136324,TEOS10_SP_to_SA_rho
1814,2025-03-17 13:00:00,3,17,13,14,2013,16.729175567627,37.9965400695801,Copernicus,Copernicus,2026-03-17 10:00:00,38.1757100402396,38.1759920040072,16.6369282718834,10.6150989269119,1027.93033329782,39.2422601846542,TEOS10_SP_to_SA_rho
1815,2025-03-17 14:00:00,3,17,14,15,2013,16.741907119751,37.9995460510254,Copernicus,Copernicus,2026-03-17 11:00:00,38.1787301961757,38.17901218225,16.6495355367316,10.6150989269119,1027.92957883079,39.2453359126759,TEOS10_SP_to_SA_rho
1816,2025-03-17 15:00:00,3,17,15,16,2013,16.7537136077881,38.0025863647461,Copernicus,Copernicus,2026-03-17 12:00:00,38.1817848462786,38.1820668549144,16.6612197058298,10.6150989269119,1027.9290720262,39.2484565502146,TEOS10_SP_to_SA_rho
1817,2025-03-17 16:00:00,3,17,16,17,2013,16.763786315918,38.0055885314941,Copernicus,Copernicus,2026-03-17 13:00:00,38.1848011695295,38.1850832004437,16.6711766889228,10.6150989269119,1027.9289523636,39.2515525701489,TEOS10_SP_to_SA_rho
1818,2025-03-17 17:00:00,3,17,17,18,2013,16.7717113494873,38.0085678100586,Copernicus,Copernicus,2026-03-17 14:00:00,38.1877944966692,38.188076549692,16.6789935187229,10.6150989269119,1027.9293318227,39.2546440113191,TEOS10_SP_to_SA_rho
1819,2025-03-17 18:00:00,3,17,18,19,2013,16.7775421142578,38.0116157531738,Copernicus,Copernicus,2026-03-17 15:00:00,38.1908568121425,38.1911388877834,16.6847209049771,10.6150989269119,1027.93026836074,39.2578276459213,TEOS10_SP_to_SA_rho
1820,2025-03-17 19:00:00,3,17,19,20,2013,16.7821998596191,38.0147323608398,Copernicus,Copernicus,2026-03-17 16:00:00,38.1939881159494,38.1942702147179,16.6892771280162,10.6150989269119,1027.93154017951,39.2610950078473,TEOS10_SP_to_SA_rho
1821,2025-03-17 20:00:00,3,17,20,21,2013,16.7868156433105,38.0181198120117,Copernicus,Copernicus,2026-03-17 17:00:00,38.1973915404053,38.1976736643113,16.6937839774659,10.6150989269119,1027.93303000455,39.2646504288803,TEOS10_SP_to_SA_rho
1822,2025-03-17 21:00:00,3,17,21,22,2013,16.7916774749756,38.021915435791,Copernicus,Copernicus,2026-03-17 18:00:00,38.2012050621774,38.2014872142499,16.6985247121724,10.6150989269119,1027.93477388303,39.2686371215755,TEOS10_SP_to_SA_rho
1823,2025-03-17 22:00:00,3,17,22,23,2013,16.7968139648438,38.0262031555176,Copernicus,Copernicus,2026-03-17 19:00:00,38.2055130003401,38.2057951842307,16.7035255089395,10.6150989269119,1027.93682935402,39.2731439646273,TEOS10_SP_to_SA_rho
1824,2025-03-17 23:00:00,3,17,23,24,2013,16.8020725250244,38.030876159668,Copernicus,Copernicus,2026-03-17 20:00:00,38.2102080397077,38.2104902582757,16.7086372284883,10.6150989269119,1027.93915111626,39.2780589198282,TEOS10_SP_to_SA_rho
1825,2025-03-18 00:00:00,3,18,0,1,2013,16.8072605133057,38.0356979370117,Copernicus,Copernicus,2026-03-17 21:00:00,38.2150525537981,38.2153348081474,16.7136744153031,10.6150989269119,1027.94160391202,39.2831325567218,TEOS10_SP_to_SA_rho
1826,2025-03-18 01:00:00,3,18,1,2,2013,16.8122272491455,38.0404167175293,Copernicus,Copernicus,2026-03-17 22:00:00,38.2197935853882,38.2200758747545,16.718493872877,10.6150989269119,1027.94403067522,39.2880988474078,TEOS10_SP_to_SA_rho
1827,2025-03-18 02:00:00,3,18,2,3,2013,16.8167133331299,38.0446701049805,Copernicus,Copernicus,2026-03-17 23:00:00,38.2240670293841,38.2243493503138,16.7228471250245,10.6150989269119,1027.94621562932,39.2925752595482,TEOS10_SP_to_SA_rho
1828,2025-03-18 03:00:00,3,18,3,4,2013,16.8207626342773,38.0481719970703,Copernicus,Copernicus,2026-03-18 00:00:00,38.2275854343959,38.2278677813124,16.7267858629568,10.6150989269119,1027.9479284209,39.2962574937483,TEOS10_SP_to_SA_rho
1829,2025-03-18 04:00:00,3,18,4,5,2013,16.824499130249,38.0504608154297,Copernicus,Copernicus,2026-03-18 01:00:00,38.2298850455148,38.2301674094161,16.730446504675,10.6150989269119,1027.94878450573,39.2986541199599,TEOS10_SP_to_SA_rho
1830,2025-03-18 05:00:00,3,18,5,6,2013,16.827766418457,38.0511703491211,Copernicus,Copernicus,2026-03-18 02:00:00,38.2305979249616,38.2308802941282,16.7336833607991,10.6150989269119,1027.94854034384,39.299377594409,TEOS10_SP_to_SA_rho
1831,2025-03-18 06:00:00,3,18,6,7,2013,16.8293647766113,38.0494842529297,Copernicus,Copernicus,2026-03-18 03:00:00,38.2289038781041,38.2291862347585,16.7353233552613,10.6150989269119,1027.94685863586,39.2975718982252,TEOS10_SP_to_SA_rho
1832,2025-03-18 07:00:00,3,18,7,8,2013,16.8278522491455,38.0444831848145,Copernicus,Copernicus,2026-03-18 04:00:00,38.2238792278094,38.224161547352,16.733954805743,10.6150989269119,1027.94338145427,39.2922738742395,TEOS10_SP_to_SA_rho
1833,2025-03-18 08:00:00,3,18,8,9,2013,16.823392868042,38.0363883972168,Copernicus,Copernicus,2026-03-18 05:00:00,38.215746269819,38.216028529292,16.7297349797854,10.6150989269119,1027.93823896883,39.2837170667831,TEOS10_SP_to_SA_rho
1834,2025-03-18 09:00:00,3,18,9,10,2013,16.8172340393066,38.0265350341797,Copernicus,Copernicus,2026-03-18 06:00:00,38.2058464439523,38.2061286303058,16.7238699950024,10.6150989269119,1027.93215535141,39.2733081505833,TEOS10_SP_to_SA_rho
1835,2025-03-18 10:00:00,3,18,10,11,2013,16.811315536499,38.0166168212891,Copernicus,Copernicus,2026-03-18 07:00:00,38.1958814624372,38.1961635751899,16.7182462024703,10.6150989269119,1027.92596338254,39.2628282405443,TEOS10_SP_to_SA_rho
1836,2025-03-18 11:00:00,3,18,11,12,2013,16.8055286407471,38.0065841674805,Copernicus,Copernicus,2026-03-18 08:00:00,38.1858015003662,38.1860835386688,16.7127566175284,10.6150989269119,1027.91965124282,39.2522256733976,TEOS10_SP_to_SA_rho
1837,2025-03-18 12:00:00,3,18,12,13,2013,16.8000755310059,37.9969940185547,Copernicus,Copernicus,2026-03-18 09:00:00,38.1761661297782,38.1764480969144,16.70758731121,10.6150989269119,1027.91359812963,39.2420901271085,TEOS10_SP_to_SA_rho
1838,2025-03-18 13:00:00,3,18,13,14,2013,16.7951927185059,37.9882659912109,Copernicus,Copernicus,2026-03-18 10:00:00,38.1673969460449,38.1676788484125,16.7029624137882,10.6150989269119,1027.90806949848,39.2328650823095,TEOS10_SP_to_SA_rho
1839,2025-03-18 14:00:00,3,18,14,15,2013,16.7905254364014,37.9800796508789,Copernicus,Copernicus,2026-03-18 11:00:00,38.1591720036098,38.1594538452283,16.6985372179929,10.6150989269119,1027.90290479496,39.2242134528994,TEOS10_SP_to_SA_rho
1840,2025-03-18 15:00:00,3,18,15,16,2013,16.7863731384277,37.9722633361816,Copernicus,Copernicus,2026-03-18 12:00:00,38.1513188316389,38.1516006152543,16.6946150021966,10.6150989269119,1027.89789995677,39.2159501524092,TEOS10_SP_to_SA_rho
1841,2025-03-18 16:00:00,3,18,16,17,2013,16.7836837768555,37.9647750854492,Copernicus,Copernicus,2026-03-18 13:00:00,38.143795270595,38.1440769986418,16.6921418915488,10.6150989269119,1027.89279430078,39.2080218921582,TEOS10_SP_to_SA_rho
1842,2025-03-18 17:00:00,3,18,17,18,2013,16.7827205657959,37.9578514099121,Copernicus,Copernicus,2026-03-18 14:00:00,38.1368389469605,38.1371206236282,16.6913737507777,10.6150989269119,1027.88770627771,39.2006774418575,TEOS10_SP_to_SA_rho
